"구명","유형","설치주소","지역명","상세설치장소","설치기관(회사)","설치위치(X좌표)","설치위치(Y좌표)","콘텐츠아이디"
"강남구","공공기관","u-강남 도시관제센터","서울 강남구 언주로108길 20","2층","자치구","127.0410033","37.5082915","WF121001"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","6층","자치구","127.0642501","37.4938501","WF121002"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","6층","자치구","127.0642501","37.4938501","WF121003"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","5층","자치구","127.0642501","37.4938501","WF121004"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","5층","자치구","127.0642501","37.4938501","WF121005"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","5층","자치구","127.0642501","37.4938501","WF121006"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","4층","자치구","127.0642501","37.4938501","WF121007"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","3층","자치구","127.0642501","37.4938501","WF121008"
"강남구","공공기관","강남구의회","서울 강남구 삼성로 154","2층","자치구","127.0642501","37.4938501","WF121009"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관4층","자치구","127.0474601","37.5175201","WF121010"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관4층","자치구","127.0474601","37.5175201","WF121011"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관4층","자치구","127.0474601","37.5175201","WF121012"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관4층","자치구","127.0474601","37.5175201","WF121013"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관3층","자치구","127.0474601","37.5175201","WF121014"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관3층","자치구","127.0474601","37.5175201","WF121015"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관4층","자치구","127.0474601","37.5175201","WF121016"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관2층","자치구","127.0474601","37.5175201","WF121017"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","1별관3층","자치구","127.0474601","37.5175201","WF121018"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","1별관2층","자치구","127.0474601","37.5175201","WF121019"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","1별관1층","자치구","127.0474601","37.5175201","WF121020"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","2별관3층","자치구","127.0474601","37.5175201","WF121021"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","2별관1층","자치구","127.0474601","37.5175201","WF121022"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","3별관3층","자치구","127.0474601","37.5175201","WF121023"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","3별관3층","자치구","127.0474601","37.5175201","WF121024"
"강남구","공공기관","강남문화재단_1","서울 강남구 삼성로 628","4층","자치구","127.0521134","37.5159009","WF121025"
"강남구","공공기관","강남문화재단_1","서울 강남구 삼성로 628","4층","자치구","127.0521134","37.5159009","WF121026"
"강남구","공공기관","강남문화재단_1","서울 강남구 삼성로 628","5층","자치구","127.0521134","37.5159009","WF121027"
"강남구","공공기관","강남문화재단_1","서울 강남구 삼성로 628","6층","자치구","127.0521134","37.5159009","WF121028"
"강남구","문화관광","대치2문화센터","서울 강남구 영동대로65길 24","2층","자치구","127.0643002","37.5023891","WF121029"
"강남구","문화관광","대치4문화센터","서울 강남구 도곡로77길 23","3층","자치구","127.0578714","37.4997627","WF121030"
"강남구","문화관광","도곡2문화센터","서울 강남구 남부순환로378길 34-9","3층","자치구","127.0464503","37.4836446","WF121031"
"강남구","공공기관","보건소","서울 강남구 선릉로 668","1층","자치구","127.0422163","37.5162597","WF121032"
"강남구","공공기관","보건소","서울 강남구 선릉로 668","2층","자치구","127.0422163","37.5162597","WF121033"
"강남구","공공기관","보건소","서울 강남구 선릉로 668","2층","자치구","127.0422163","37.5162597","WF121034"
"강남구","공공기관","보건소","서울 강남구 선릉로 668","3층","자치구","127.0422163","37.5162597","WF121035"
"강남구","공공기관","보건소분소","서울 강남구 밤고개로1길 52","1층","자치구","127.1052665","37.4888523","WF121036"
"강남구","공공기관","삼성1동주민센터","서울 강남구 봉은사로 616","3층","자치구","127.0626098","37.5143172","WF121037"
"강남구","문화관광","삼성1문화센터","서울 강남구 봉은사로 616","4층","자치구","127.0626688","37.5143683","WF121038"
"강남구","문화관광","삼성2문화센터","서울 강남구 봉은사로 419","4층","자치구","127.0459172","37.5111578","WF121039"
"강남구","문화관광","세곡문화센터","서울 강남구 밤고개로 286","2층","자치구","127.1068759","37.4691307","WF121040"
"강남구","문화관광","역삼1문화센터","서울 강남구 역삼로7길 16","4층","자치구","127.0332181","37.4951631","WF121041"
"강남구","문화관광","청담문화센터","서울 강남구 압구정로79길 26","2층","자치구","127.0492935","37.5250895","WF121042"
"강남구","문화관광","청담평생학습관","서울 강남구 학동로67길 11","3층","자치구","127.0464301","37.5190501","WF121043"
"강남구","주요거리","강남역 지하상가","서울특별시 강남구 테헤란로 101","역삼1동 821-1","미래부(LGU+)","127.0280696","37.4986144","WF121044"
"강남구","공공기관","강남운전면허시험장(대치)","서울특별시 강남구 테헤란로114길 23","대치동 998-1","미래부(KT)","127.0672394","37.5084197","WF121045"
"강남구","복지센터등","강남종합고용지원센터","서울특별시 강남구 테헤란로 410","대치4동 889-13 금강타워","미래부(KT)","127.0507291","37.504556","WF121046"
"강남구","문화관광","개포도서관","서울특별시 강남구 선릉로4길 30","개포2동 130","미래부(KT)","127.063769","37.4829604","WF121047"
"강남구","복지센터등","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 한국 IBM","미래부(KT)","127.0528667","37.4890937","WF121048"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 1층","미래부(KT)","127.0528667","37.4890937","WF121049"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 삼성엔지니어링","미래부(KT)","127.0528667","37.4890937","WF121050"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 유비쿼스","미래부(KT)","127.0528667","37.4890937","WF121051"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 26층","미래부(KT)","127.0528667","37.4890937","WF121052"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 한국컴퓨웨어","미래부(KT)","127.0528667","37.4890937","WF121053"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 SAP Korea","미래부(KT)","127.0528667","37.4890937","WF121054"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 2층","미래부(KT)","127.0528667","37.4890937","WF121055"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 3층","미래부(KT)","127.0528667","37.4890937","WF121056"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 4층","미래부(KT)","127.0528667","37.4890937","WF121057"
"강남구","공공기관","군인공제회관","서울특별시 강남구 남부순환로 2806","도곡동 467-12 지하1층","미래부(KT)","127.0528667","37.4890937","WF121058"
"강남구","문화관광","역삼동 문화센터","서울특별시 강남구 선릉로69길 19","역삼동 757","미래부(KT)","127.0500818","37.4975477","WF121059"
"강남구","문화관광","코엑스전시장(몰)","서울특별시 강남구 영동대로 513","삼성1동 159","미래부(LGU+)","127.0587979","37.5124637","WF121060"
"강남구","전통시장","강남시장","서울특별시 강남구 압구정로2길 46","신사동 510-11(1층 우측식당복도 천정)","SKT","127.020569","37.518774","WF131001"
"강남구","전통시장","강남시장","서울특별시 강남구 압구정로2길 46","신사동 510-11(1층 좌측매점복도 천정)","SKT","127.020569","37.518774","WF131002"
"강남구","전통시장","강남시장","서울특별시 강남구 압구정로2길 46","신사동 510-11(1층 좌측출입구 간판벽면)","SKT","127.020569","37.518774","WF131003"
"강남구","주요거리","대치동 거리","서울특별시 강남구 선릉로86길 26","대치동 896 -34 세원빌딩 옥상","LGU+","127.051855","37.503561","WF131004"
"강남구","주요거리","대치동 거리","서울특별시 강남구 선릉로86길 10","대치동 897 -13 남곡빌딩 옥상","LGU+","127.050684","37.503111","WF131005"
"강남구","전통시장","영동전통시장","서울특별시 강남구 강남대로124길 13","논현동 140(옥상설치-시장좌측방향)","SKT","127.023881","37.509119","WF131006"
"강남구","전통시장","영동전통시장","서울특별시 강남구 강남대로124길 13","논현동 140(옥상설치-시장우측방향)","SKT","127.023881","37.509119","WF131007"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(1F 우측공원출입구_D)-1층 125호앞 복도 기둥벽면","SKT","127.057737","37.522519","WF131008"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(1F 35호 복도_D)-1층 109호앞 복도 기둥벽면","SKT","127.057737","37.522519","WF131009"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(1F 좌측주차장출입구_D)-1층 141호앞 복도 기둥벽면","SKT","127.057737","37.522519","WF131010"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(1F 주차장출입구_D)-1층 좌측주차장 출입구외벽","SKT","127.057737","37.522519","WF131011"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(B1 46호_D)-1층 주차장 출입구외벽","SKT","127.057737","37.522519","WF131012"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(1F 67호 복도_D)-1층 우측공원 출입구외벽","SKT","127.057737","37.522519","WF131013"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(1F 56호 복도_D)-지하1층 32호앞 제일식당 기둥벽면","SKT","127.057737","37.522519","WF131014"
"강남구","전통시장","청담삼익시장","서울특별시 강남구 학동로101길 26","청담동 134-20(B1 32호_D)-지하1층 46호앞 해남식당 복도 벽면","SKT","127.057737","37.522519","WF131015"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관지하","자치구","127.0474601","37.5175201","WF131016"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관옥상","자치구","127.0474601","37.5175201","WF131017"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관2층","자치구","127.0474601","37.5175201","WF131018"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","본관2층","자치구","127.0474601","37.5175201","WF131019"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","차량지원실","자치구","127.0474601","37.5175201","WF131020"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","1별관옥상","자치구","127.0474601","37.5175201","WF131021"
"강남구","공공기관","강남구청","서울 강남구 학동로 426","2별관지하","자치구","127.0474601","37.5175201","WF131022"
"강남구","공공기관","강남인터넷방송국","서울 강남구 선릉로 668","1층","자치구","127.0423236","37.5161203","WF131023"
"강남구","공공기관","강남인터넷방송국","서울 강남구 선릉로 668","1층","자치구","127.0423236","37.5161203","WF131024"
"강남구","공원","개포동근린공원","서울 강남구 개포동 182","양전초교뒤산책로입구 개포2-207(C1)","자치구","127.0687485","37.4902983","WF131025"
"강남구","주요거리","개포2-217(C7)","서울 강남구 영동대로4길 20","일원초교후문","자치구","127.0753863","37.4895555","WF131026"
"강남구","주요거리","개포4-201(C6)","서울 강남구 개포로 265","희망축산앞","자치구","127.0530254","37.4807309","WF131027"
"강남구","공공기관","구립국제교육원","서울 강남구 선릉로 668","4층","자치구","127.0422109","37.5164325","WF131028"
"강남구","공공기관","구립국제교육원","서울 강남구 선릉로 668","4층","자치구","127.0422109","37.5164325","WF131029"
"강남구","공공기관","구립국제교육원","서울 강남구 선릉로 668","5층","자치구","127.0422109","37.5164325","WF131030"
"강남구","공원","한티근린공원","서울 강남구 대치동 449","한티근린공원버스정류장(23225)근처대치1-202(D4)","자치구","127.0623028","37.4961459","WF131031"
"강남구","공원","늘벗공원","서울 강남구 대치동 501","늘벗공원입구","자치구","127.0580864","37.4892251","WF131032"
"강남구","공원","한티근린공원","서울 강남구 대치동 212-6","래미안대치팰리스2차A204동코너","자치구","127.0619059","37.4948307","WF131033"
"강남구","주요거리","섬유센터빌딩 앞","서울 강남구 테헤란로 518","섬유센터빌딩앞","자치구","127.0608047","37.5079042","WF131034"
"강남구","주요거리","섬유센터빌딩 앞","서울 강남구 테헤란로 518","섬유센터빌딩앞","자치구","127.0608047","37.5079042","WF131035"
"강남구","주요거리","섬유센터빌딩 앞","서울 강남구 테헤란로 518","섬유센터빌딩앞","자치구","127.0608047","37.5079042","WF131036"
"강남구","공원","대치쌍용차A동앞체육공원","서울 강남구 대치동 73-3","대치쌍용2차A1동앞체육공원내","자치구","127.0723128","37.4990825","WF131039"
"강남구","주요거리",""대치빌딩 선릉역 1번출구 앞"","서울 강남구 테헤란로 408",""대치빌딩선릉역1번출구앞"","자치구","127.0502129","37.5046464","WF131040"
"강남구","주요거리",""대치빌딩 선릉역 1번출구 앞"","서울 강남구 테헤란로 408",""대치빌딩선릉역1번출구앞"","자치구","127.0502129","37.5046464","WF131041"
"강남구","공원","독골근린공원","서울 강남구 남부순환로378길 29","독골근린공원입구","자치구","127.0462418","37.4851473","WF131042"
"강남구","주요거리","봉은사역 7번출구 앞","서울 강남구 봉은사로 524","봉은사역7번출구앞","자치구","127.0603494","37.5133271","WF131043"
"강남구","주요거리","봉은사역 7번출구 앞","서울 강남구 봉은사로 524","봉은사역7번출구앞","자치구","127.0603494","37.5133271","WF131044"
"강남구","주요거리","봉은사역 7번출구 앞","서울 강남구 봉은사로 524","봉은사역7번출구앞","자치구","127.0603494","37.5133271","WF131045"
"강남구","주요거리","트레이드타워 앞","서울 강남구 영동대로 511","트레이드타워앞","자치구","127.0617717","37.5107735","WF131046"
"강남구","주요거리","트레이드타워 앞","서울 강남구 영동대로 511","트레이드타워앞","자치구","127.0617717","37.5107735","WF131047"
"강남구","주요거리","코엑스 동문 버스정류장(23818) 옆","서울 강남구 영동대로 513","코엑스동문버스정류장(23818)옆","자치구","127.0612124","37.5117441","WF131048"
"강남구","주요거리","삼성역 6번출구 앞","서울 강남구 봉은사로 524","삼성역6번출구앞","자치구","127.0624518","37.5093812","WF131049"
"강남구","주요거리","삼성역 6번출구 앞","서울 강남구 봉은사로 524","삼성역6번출구앞","자치구","127.0624518","37.5093812","WF131050"
"강남구","주요거리","삼성역 7번출구 앞","서울 강남구 삼성동 168-3","삼성역7번출구앞","자치구","127.0629262","37.5099563","WF131051"
"강남구","주요거리","삼성역 7번출구 앞","서울 강남구 삼성동 168-3","삼성역7번출구앞","자치구","127.0629262","37.5099563","WF131052"
"강남구","주요거리","삼성역 8번출구 앞","서울 강남구 테헤란로 607","삼성역8번출구앞","자치구","127.0639628","37.5092971","WF131053"
"강남구","주요거리","삼성역 8번출구 앞","서울 강남구 테헤란로 607","삼성역8번출구앞","자치구","127.0639628","37.5092971","WF131054"
"강남구","주요거리","삼성역 8번출구 앞","서울 강남구 테헤란로 607","삼성역8번출구앞","자치구","127.0639628","37.5092971","WF131055"
"강남구","주요거리","현대글로비스 본사 앞","서울 강남구 영동대로 512","현대글로비스본사앞","자치구","127.0622086","37.5112841","WF131056"
"강남구","주요거리","현대글로비스 본사 앞","서울 강남구 영동대로 512","현대글로비스본사앞","자치구","127.0622086","37.5112841","WF131057"
"강남구","주요거리","삼성역 5번출구 앞","서울 강남구 봉은사로 524","삼성역5번출구앞","자치구","127.0620389","37.5087504","WF131058"
"강남구","주요거리","삼성역 5번출구 앞","서울 강남구 봉은사로 524","삼성역5번출구앞","자치구","127.0620389","37.5087504","WF131059"
"강남구","주요거리","삼성역 5번출구 앞","서울 강남구 봉은사로 524","삼성역5번출구앞","자치구","127.0620389","37.5087504","WF131060"
"강남구","주요거리","선릉역 10번출구 인근 동신빌딩 앞","서울 강남구 테헤란로 409","선릉역10번출구인근동신빌딩앞","자치구","127.0505467","37.5052291","WF131061"
"강남구","주요거리","선릉역 10번출구 인근 동신빌딩 앞","서울 강남구 테헤란로 409","선릉역10번출구인근동신빌딩앞","자치구","127.0505467","37.5052291","WF131062"
"강남구","주요거리","암천빌딩 앞","서울 강남구 테헤란로 421","암천빌딩앞","자치구","127.0527072","37.5058715","WF131063"
"강남구","주요거리","암천빌딩 앞","서울 강남구 테헤란로 421","암천빌딩앞","자치구","127.0527072","37.5058715","WF131064"
"강남구","주요거리","암천빌딩 앞","서울 강남구 테헤란로 421","암천빌딩앞","자치구","127.0527072","37.5058715","WF131065"
"강남구","주요거리","대종빌딩 앞","서울 강남구 테헤란로 435","대종빌딩앞","자치구","127.0548258","37.5065401","WF131066"
"강남구","주요거리","대종빌딩 앞","서울 강남구 테헤란로 435","대종빌딩앞","자치구","127.0548258","37.5065401","WF131067"
"강남구","주요거리","대종빌딩 앞","서울 강남구 테헤란로 435","대종빌딩앞","자치구","127.0548258","37.5065401","WF131068"
"강남구","공공기관","삼성2동주민센터","서울 강남구 봉은사로 419","2층","자치구","127.0460165","37.5111557","WF131069"
"강남구","공공기관","신사동주민센터","서울 강남구 압구정로 128","3층","자치구","127.0227171","37.5239135","WF131070"
"강남구","주요거리","스토케코리아 청담전시장 앞","서울 강남구 도산대로 313","스토케코리아청담전시장앞","자치구","127.0356947","37.5223576","WF131071"
"강남구","주요거리","KB국민은행 학동사거리지점 앞","서울 강남구 선릉로 801","KB국민은행학동사거리지점앞","자치구","127.0389994","37.5234075","WF131072"
"강남구","주요거리","베스킨라빈스31 앞","서울 강남구 압구정로 204","베스킨라빈스31앞","자치구","127.0293531","37.5275102","WF131073"
"강남구","주요거리","호산병원 앞","서울 강남구 언주로 871","호산병원앞","자치구","127.0334779","37.5284269","WF131074"
"강남구","주요거리","먼싱웨어 신사직영점 앞","서울 강남구 언주로 813","먼싱웨어신사직영점앞","자치구","127.0330421","37.5229911","WF131075"
"강남구","주요거리","워크온더클라우드 앞","서울 강남구 언주로 851","워크온더클라우드앞","자치구","127.0331761","37.5264132","WF131076"
"강남구","주요거리","삼원가든 앞","서울 강남구 언주로 829","삼원가든앞","자치구","127.0329071","37.5243263","WF131077"
"강남구","주요거리","알파 로데오점 앞","서울 강남구 압구정로 228","알파로데오점앞","자치구","127.03282","37.5289613","WF131078"
"강남구","주요거리","준빌딩 뒷편 이면도로","서울 강남구 언주로 805","준빌딩뒷편이면도로","자치구","127.0330989","37.5222309","WF131079"
"강남구","주요거리","삼영빌딩 KEB하나은행 앞","서울 강남구 언주로 872","삼영빌딩KEB하나은행앞","자치구","127.033748","37.5283808","WF131080"
"강남구","공원","도산공원","서울 강남구 도산대로45길 20","도산공원입구","자치구","127.0350945","37.5236585","WF131081"
"강남구","공공기관","압구정동주민센터","서울 강남구 압구정로33길 48","2층","자치구","127.0306465","37.5306001","WF131082"
"강남구","주요거리","디가비드커피 앞","서울 강남구 테헤란로25길 9","디가비드커피앞","자치구","127.0351441","37.5012438","WF131083"
"강남구","주요거리","디가비드커피 앞","서울 강남구 테헤란로25길 9","디가비드커피앞","자치구","127.0351441","37.5012438","WF131084"
"강남구","주요거리","커피빈 역삼점 앞","서울 강남구 논현로 512","커피빈역삼점앞","자치구","127.0364404","37.5022296","WF131085"
"강남구","주요거리","커피빈 역삼점 앞","서울 강남구 논현로 512","커피빈역삼점앞","자치구","127.0364404","37.5022296","WF131086"
"강남구","주요거리","오키포키 앞","서울 강남구 테헤란로 205","오키포키앞","자치구","127.0383879","37.5014949","WF131087"
"강남구","주요거리","오키포키 앞","서울 강남구 테헤란로 205","오키포키앞","자치구","127.0383879","37.5014949","WF131088"
"강남구","주요거리","오키포키 앞","서울 강남구 테헤란로 205","오키포키앞","자치구","127.0383879","37.5014949","WF131089"
"강남구","주요거리","강남파이낸스센터빌딩 역삼역 3번출구 뒷편","서울 강남구 테헤란로 152","강남파이낸스센터빌딩역삼역3번출구뒷편","자치구","127.0358392","37.5002482","WF131090"
"강남구","주요거리","강남파이낸스센터빌딩 역삼역 3번출구 뒷편","서울 강남구 테헤란로 152","강남파이낸스센터빌딩역삼역3번출구뒷편","자치구","127.0358392","37.5002482","WF131091"
"강남구","주요거리","강남파이낸스센터빌딩 역삼역 3번출구 뒷편","서울 강남구 테헤란로 152","강남파이낸스센터빌딩역삼역3번출구뒷편","자치구","127.0358392","37.5002482","WF131092"
"강남구","주요거리","파리바게뜨 역삼스타점 앞","서울 강남구 논현로 429","파리바게뜨역삼스타점앞","자치구","127.0374866","37.4992391","WF131093"
"강남구","주요거리","파리바게뜨 역삼스타점 앞","서울 강남구 논현로 429","파리바게뜨역삼스타점앞","자치구","127.0374866","37.4992391","WF131094"
"강남구","주요거리","파리바게뜨 역삼스타점 앞","서울 강남구 논현로 429","파리바게뜨역삼스타점앞","자치구","127.0374866","37.4992391","WF131095"
"강남구","주요거리","파리바게뜨 카페선릉점 앞","서울 강남구 선릉로 517","파리바게뜨카페선릉점앞","자치구","127.0483004","37.5056562","WF131096"
"강남구","주요거리","파리바게뜨 카페선릉점 앞","서울 강남구 선릉로 517","파리바게뜨카페선릉점앞","자치구","127.0483004","37.5056562","WF131097"
"강남구","주요거리","파리바게뜨 카페선릉점 앞","서울 강남구 선릉로 517","파리바게뜨카페선릉점앞","자치구","127.0483004","37.5056562","WF131098"
"강남구","주요거리","엔제리너스 강남역사거리점 앞","서울 강남구 테헤란로 116","엔제리너스강남역사거리점앞","자치구","127.0302973","37.4985444","WF131101"
"강남구","주요거리","엔제리너스 강남역사거리점 앞","서울 강남구 테헤란로 116","엔제리너스강남역사거리점앞","자치구","127.0302973","37.4985444","WF131102"
"강남구","주요거리","엔제리너스 강남역사거리점 앞","서울 강남구 테헤란로 116","엔제리너스강남역사거리점앞","자치구","127.0302973","37.4985444","WF131103"
"강남구","주요거리","파리바게뜨 역삼특허청점 앞","서울 강남구 테헤란로8길 22","파리바게뜨역삼특허청점앞","자치구","127.0317259","37.4973506","WF131104"
"강남구","주요거리","파리바게뜨 역삼특허청점 앞","서울 강남구 테헤란로8길 22","파리바게뜨역삼특허청점앞","자치구","127.0317259","37.4973506","WF131105"
"강남구","주요거리","파리바게뜨 역삼특허청점 앞","서울 강남구 테헤란로8길 22","파리바게뜨역삼특허청점앞","자치구","127.0317259","37.4973506","WF131106"
"강남구","주요거리","선릉역 5번출구 앞","서울 강남구 테헤란로 329","선릉역5번출구앞","자치구","127.0477254","37.5043562","WF131107"
"강남구","주요거리","선릉역 5번출구 앞","서울 강남구 테헤란로 329","선릉역5번출구앞","자치구","127.0477254","37.5043562","WF131108"
"강남구","주요거리","YBM어학원 앞","서울 강남구 강남대로 406","YBM어학원앞","자치구","127.0272735","37.4992436","WF131109"
"강남구","주요거리","YBM어학원 앞","서울 강남구 강남대로 406","YBM어학원앞","자치구","127.0272735","37.4992436","WF131110"
"강남구","주요거리","YBM어학원 앞","서울 강남구 강남대로 406","YBM어학원앞","자치구","127.0272735","37.4992436","WF131111"
"강남구","주요거리","KR타워 앞","서울 강남구 테헤란로 141","KR타워앞","자치구","127.0346916","37.5003613","WF131112"
"강남구","주요거리","KR타워 앞","서울 강남구 테헤란로 141","KR타워앞","자치구","127.0346916","37.5003613","WF131113"
"강남구","주요거리","블루밍가든 강남점 앞","서울 강남구 강남대로 358","블루밍가든강남점앞","자치구","127.0294243","37.4948061","WF131114"
"강남구","주요거리","블루밍가든 강남점 앞","서울 강남구 강남대로 358","블루밍가든강남점앞","자치구","127.0294243","37.4948061","WF131115"
"강남구","주요거리","경비초소 옆","서울 강남구 테헤란로5길 55","경비초소옆","자치구","127.0294343","37.5022306","WF131116"
"강남구","주요거리","한국과학기술회관 앞","서울 강남구 테헤란로7길 22","한국과학기술회관앞","자치구","127.0301776","37.5009955","WF131117"
"강남구","주요거리","한국과학기술회관 앞","서울 강남구 테헤란로7길 22","한국과학기술회관앞","자치구","127.0301776","37.5009955","WF131118"
"강남구","주요거리","깐부치킨 역삼GS타워점 앞","서울 강남구 논현로94길 15","깐부치킨역삼GS타워점앞","자치구","127.0376525","37.5025986","WF131119"
"강남구","주요거리","깐부치킨 역삼GS타워점 앞","서울 강남구 논현로94길 15","깐부치킨역삼GS타워점앞","자치구","127.0376525","37.5025986","WF131120"
"강남구","주요거리","깐부치킨 역삼GS타워점 앞","서울 강남구 논현로94길 15","깐부치킨역삼GS타워점앞","자치구","127.0376525","37.5025986","WF131121"
"강남구","주요거리","파리바게뜨 선릉아이타워점 앞","서울 강남구 테헤란로 326","파리바게뜨선릉아이타워점앞","자치구","127.0472552","37.5037206","WF131122"
"강남구","주요거리","파리바게뜨 선릉아이타워점 앞","서울 강남구 테헤란로 326","파리바게뜨선릉아이타워점앞","자치구","127.0472552","37.5037206","WF131123"
"강남구","주요거리","동부센트레빌A 사거리","서울 강남구 선릉로 423","동부센트레빌A사거리","자치구","127.0496445","37.5028408","WF131124"
"강남구","주요거리","동부센트레빌A 사거리","서울 강남구 선릉로 423","동부센트레빌A사거리","자치구","127.0496445","37.5028408","WF131125"
"강남구","주요거리","동부센트레빌A 사거리","서울 강남구 선릉로 423","동부센트레빌A사거리","자치구","127.0496445","37.5028408","WF131126"
"강남구","공공기관","역삼2동주민센터","서울 강남구 도곡로43길 25","2층","자치구","127.0467719","37.4959744","WF131127"
"강남구","주요거리","대치교 남단","서울 강남구 대치동 18-11","대치교남단","자치구","127.0743471","37.4979658","WF131130"
"강남구","공원","대진공원정자옆","서울 강남구 개포로109길 62","대진공원정자옆","자치구","127.0783083","37.4957495","WF131131"
"강남구","주요거리","일원초교 정문","서울 강남구 영동대로4길 20","일원초교정문","자치구","127.0770988","37.489131","WF131132"
"강남구","주요거리","비이커청담 앞","서울 강남구 압구정로 408","비이커청담앞","자치구","127.0415936","37.5274361","WF131133"
"강남구","주요거리","박지현한복 청담점 앞","서울 강남구 선릉로 816","박지현한복청담점앞","자치구","127.0397366","37.5246607","WF131134"
"강남구","주요거리","태그호이어 부티크 청담점 앞","서울 강남구 선릉로 828","태그호이어부티크청담점앞","자치구","127.0401381","37.5257892","WF131135"
"강남구","주요거리","럭키슈에뜨 청담직영점 앞","서울 강남구 선릉로146길 27","럭키슈에뜨청담직영점앞","자치구","127.0420624","37.5217764","WF131136"
"강남구","주요거리","공영주차장 관리사무실 옆","서울 강남구 도산대로56길 17","공영주차장관리사무실옆","자치구","127.0405106","37.5217543","WF131137"
"강남구","주요거리","영동고교 담장 옆","서울 강남구 선릉로138길 6","영동고교담장옆","자치구","127.0413748","37.5194722","WF131138"
"강남구","주요거리","영동2교수질정화시설주변","서울 강남구 개포로25길 32","영동2교수질정화시설","자치구","127.0467656","37.4814331","WF131139"
"강남구","공원","양재천산책로","서울 강남구 도곡동 468","개포우성4차아파트5동앞양재천산책로","자치구","127.0496602","37.4839657","WF131140"
"강남구","공원","양재천산책로","서울 강남구 대치동 504-4","대치초교앞양재천산책로","자치구","127.0629528","37.4898839","WF131141"
"강남구","공원","유헬스파크","서울 강남구 대치동 3-3","유-헬스파크","자치구","127.0743571","37.5003151","WF131142"
"강남구","복지센터등","강남구 직업재활센터","서울특별시 강남구 광평로60길 22","광평로60길 22","미래부(SKT)","127.107019","37.4869646","WF131143"
"강남구","복지센터등","강남구 직업재활센터","서울특별시 강남구 광평로60길 22","광평로60길 22","미래부(SKT)","127.107019","37.4869646","WF131144"
"강남구","복지센터등","강남구 직업재활센터","서울특별시 강남구 광평로60길 22","광평로60길 22","미래부(SKT)","127.107019","37.4869646","WF131145"
"강남구","복지센터등","강남구 직업재활센터","서울특별시 강남구 광평로60길 22","광평로60길 22","미래부(SKT)","127.107019","37.4869646","WF131146"
